DAN NG PING YUEN & CO,(65) 6338 2331,(65) 6338 4883,dan.npy@hotmail.com,
DAVID CHEW & YAP,(65) 6295 5600,(65) 6295 5605,davidchew1234@yahoo.com.sg,
DBS BANK LTD,1800 222 2200,www.dbs.com.sg,,
DE ASSOCIATES,(65) 6336 3210,(65) 6336 3810,admin@deassociates.com.sg,http://www.deassociates.com.sg
DELLSUN BUSINESS SERVICES,(65) 9049 4286,(65) 6449 0106,zhao317@hotmail.com,www.dellsun.net
DELOITTE CONSULTING PTE LTD,(65) 6535 0220,(65) 6535 7475,enquiries@deloitte.com,www.deloitte.com.sg
DELOITTE SINGAPORE,(65) 6224 8288,(65) 6538 6166,enquiries@deloitte.com,www.deloitte.com/sg
"DEPARTMENT OF ACCOUNTING, NUS BUSINESS SCHOOL",6516 3024,acchead@nus.edu.sg,www.bschool.nus.edu,
DK & CO,dahkhang@gmail.com,,,
DON HO & ASSOCIATES,(65) 6532 0320,(65) 6532 0331,don@donhoassociates.com,
DP & ASSOCIATES,(65) 6532 1033,(65) 6532 1055,david@dpas.com.sg,
DYH ASSOCIATES,yockhian.dan@gmail.com,,,
E BUSINESS ACCOUNTING SERVICES & CONSULTANCY,(65) 9662 1680,elenaweemg@gmail.com,www.ebasic.com.sg,
E M NG & CO,(65) 6296 2883,(65) 6296 0852,emngco@singnet.com.sg,
EBOS SG PTE LTD,8366 3660,6377 7555,elisha@ebos-sg.com,www.ebos-sg.com
ECOVIS ASSURANCE LLP,(65) 6632 7066,support@ecovis.com.sg,www.ecovis.com/singapore,
ECOVIS BIZCORP MANAGEMENT PTE LTD,(65) 6423 0030,(65) 6227 7177,jason.chen@ecovis.com.sg,www.ecovis.com.sg
EDDIE HO & ASSOCIATES,(65) 6227 9311,eddieho@singnet.com.sg,,
EDWARD LEE & CO,(65) 6735 1560,(65) 6735 7125,edleecc@singnet.com.sg,
EDWIN LEE & CO,(65) 6339 9828,(65) 6339 8816,accountants@edwinleeco.com,
EDWIN LIM & CO,(65) 6352 2778,(65) 6353 3118,clientservice@edwinlimco.com,www.edwinlimco.com
ELIZABETH LEONG & CO,(65) 6336 3220,(65) 6336 3438,e_lco@yahoo.com.sg,
EMPAC (Edwin Mario Public Accounting Corporation),6933 9082 / 6933 9083,6933 9082 / 6933 9083,info@empac.sg,http://www.empac.sg
ENTERPRISE ACCOUNTANTS LLP,(65) 6225 5255,(65) 6325 3838,mg@ebcAsia.com.sg,www.ebcAsia.com.sg
Enterprise Bizpal Pte Ltd,sales@enterprisebizpal.com,,,
ENTRUST PUBLIC ACCOUNTING CORPORATION,(65) 6220 9885,(65) 6225 9890,general@entrust.sg,www.entrust.sg
ER & CO,(65) 6227 1123,(65) 6226 0400,simon@ernco.com.sg,www.ernco.com.sg
ERIC SP TAN & CO,(65) 6444 4700,erictan@sptadvisory.com.sg,www.sptadvisory.com.sg,
ERNST & YOUNG SOLUTIONS LLP,(65) 6535 7777,(65) 6532 7662,contact.eys@sg.ey.com,www.ey.com/sg
"EXECELSIOR PARTNERS, PAF",(65) 6533 1993,(65) 6533 1994,inquiry@eppaf.com,www.eppaf.com
F K LIM & CO,(65) 6339 0911,(65) 6339 0811,fklim@singnet.com.sg,
F M KOK & CO,(65) 6294 1183,kokfm@hotmail.com,,
F S LIEN & CO,lienfainsze@gmail.com,,,
FAC & ASSOCIATES,(65) 6333 9739,(65) 6333 9769,admin@faithfulac.com,www.faithfulac.com
FADHILLAH GOH @ CO,(65) 6392 3925,(65) 6392 5788,fadhgoh@singnet.com.sg,   
FAIRFIELD ASSOCIATES,(65) 6226 3929,(65) 6226 3272,huiyien@e-fairfield.com.sg,
FEROZ KHAN & CO,(65) 6339 9221,(65) 6338 0326,fk@ferozkhancpa.com,www.ferozkhancpa.com
FIDUCIA LLP,(65) 6846 8376,(65) 6725 8161,fiduciallp@gmail.com,www.fiducia-llp.com
FOO KON TAN LLP,(65) 6336 3355,(65) 6337 2197,fkt@fookontan.com,www.fookontan.com
FOONG PAK LEONG & COMPANY,(65) 6538 9808,(65) 6538 2208,fplcom@singnet.com.sg,
FP CONSULTANTS INTERNATIONAL PTE LTD,(65) 6749 0313,(65) 6749 0193,info@fp-consultants.com,www.fp-consultants.com
G S HNG & CO,(65) 6296 8206,(65) 6298 2176,gshng@singnet.com.sg,
G S TAN & CO,(65) 6338 5552,(65) 6339 5552,gstan@gstanco.sg,
G. N. EE & CO.,(65) 6224 2437,(65) 6225 7987,gnee.company@gmail.com,
G. S. CHUA & CO,(65) 6535 0031,(65) 6535 7767,gschua@singnet.com.sg,
G.P. CHIA & CO,lkfcons@singnet.com.sg,,,
GC CHAN & CO,changeokhuat@yahoo.com,,,
GEETHA A & ASSOCIATES,(65) 6227 6445,(65) 6227 6447,geetha@gcpa.com.sg,www.gcpa.com.sg
GLENEAGLE TRUST,(65) 9795 0755,(65) 6310 2796,1982019308@qq.com,
GOH ENG LAM & CO,(65) 6299 0633,(65) 6293 1105,corp_sec@sgpmgmt.com.sg,
GOH HWEE CHENG & CO,(65) 6534 0733,(65) 6532 5155,agoh@ghc-co.com.sg,
GOH NGIAP SUAN & CO,(65) 6226 2466,(65) 6226 3860,michael@gns.com.sg,
GOH SHER WEE & CO,(65) 6534 2338,swgoh@saage.edu.sg,,
GOH YAU KEE & CO,(65) 6535 1700,(65) 6535 7692,gykco@singnet.com.sg,http://www.gykco.com/
GOHTHIENCHEE & CO,(65) 6341 7801,(65) 6341 7802,admin@gohthienchee.com,
GYSG &CO,(65) 6293 8198,(65) 6293 3679,garygoh@gysgsingapore.com,www.gysgsingapore.com
H C KOH & CO,(65) 6339 3209,kohaccty@singnet.com.sg,,
H H WONG & CO,(65) 6338 7898,(65) 6338 8720,hhwong@singnet.com.sg,
H K SEAH PUBLIC ACCOUNTING CORPORATION,(65) 6225 1266,(65) 6223 5142,seah@cpa-seah-the.com.sg,
H S LIM & CO,(65) 6225 3200,hslimco@singnet.com.sg,,
H. A. CHRISTIE & CO.,(65) 6227 8266,(65) 6227 8255,hamish@hachristie.com.sg,
H. T. KHOO & ASSOCIATES PAC,(65) 6536 9978,(65) 6536 6209,htkhoo@jhikhoo.com,www.pkfsingapore.com
"H.WEE &CO; HENRY WEE & CO; WEE,LIM &ASSOCIATES",(65) 6744 5158,(65) 6744 4050,hweenco@singnet.com.sg,
HAJAMAIDEEN & CO,(65) 6299 3697,(65) 6293 8959,accsec786@gmail.com,
HELMI TALIB & CO,(65) 6339 2776,(65) 6339 6716,enquiry@helmitalib.com.sg,www.helmitalib.com
HENG LEE SENG LLP,(65) 6423 9969,(65) 6423 9979,michaelheng@hlsllp.com.sg,www.hlsllp.com.sg
HLB ATREDE LLP,(65) 6323 1928,(65) 6225 3884,info@hlbatrede.com,www.hlbatrede.com
HLB LOKE LUM,(65) 6332 0088,(65) 6333 9690,lokelum@llcg.com.sg,www.llcg.com.sg
HM ACCOUNTANTS,(65) 6294 6480,(65) 6220 3649,fuimin@hmaccountants.com.sg,
HMS ASSURANCE,(65) 6635 6786,(65) 6635 6787,hmsaudit@hmsassurance.com.sg,www.hmsassurance.com.sg
HOE SIN HONG & CO,(65) 6297 0153,(65) 6294 5184,hoesh@singnet.com,
HONG HENG AND ASSOCIATES,(65) 9781 4256,"joonheng@icpasmembers.org.sg 
gohjoonheng@singnet.com.sg",,
HOON TAI MENG & CO,(65) 6295 2826,soonchua@singnet.com.sg,,
HORWATH FIRST TRUST LLP,(65) 6221 0338,(65) 6221 1080,catherine.cheng@crowehorwath.com.sg,www.crowehorwath.com.sg
HOUSE OF SERVICES,(65) 6372 0234,(65) 6372 0468,secretary@houseofservices.com,www.houseofservices.com
HOWARD HAGEN PAC,ketchung@hh.com.sg,,,
IKA INTERNATIONAL,(65) 6226 1000,(65) 6227 8102,lowkt@ikaintl.com,
INFINITY ASSURANCE LLP,(65) 6396 3782,(65) 6396 3783,siokhoon.tey@infinityglb.com,www.infinityglb.com
Intime Accounting Pte Ltd,6221 6366,6234 2489,info@intime.com.sg,www.intime.com.sg
INVISION CORPORATE SOLUTIONS PTE LTD,(65) 6220 6578,glendawlc@hotmail.com,,
IR PRACTICE,(65) 6384 4470,(65) 6384 4471,irpractice@singnet.com.sg,
J B CHUA & CO,(65) 6345 6631,(65) 6345 9727,admin@jbchua.com.sg,www.ppllp.com.sg
J K MEDORA & CO LLP,(65) 6532 3003,(65) 6533 0616,xjm@jkmedora.com.sg,www.jkmedora.com.sg
J Y FOO & CO,(65) 6298 2844,jyfooco@singnet.com.sg,,
J&S ASSURANCE,(65) 6288 3602,(65) 6536 0939,ivy.ong@zhonglei-sg.com,
J. C. CHUNG & CO,acc@rbcs.com.sg,,,
J. TAN & CO.,(65) 6339 1700,(65) 6334 8090,jt@jtaudit.com.sg,
J.S.K. YOUNG & CO.,(65) 6338 7282,(65) 6338 3723,taky@jskyoung-cpa.com,www.jskyoung-cpa.com
JACHIN PUBLIC ACCOUNTING CORPORATION,(65) 6222 7275 / (65) 9067 6382 (Mobile),(65) 6222 6926,enquiry@jachinpac.com.sg,www.jachinpac.com.sg
JAMES CHAN & PARTNERS LLP,(65) 6325 3859,(65) 6325 3858,jacquelinechan@jcpartners.com.sg,www.jcpartners.com.sg
JAMES RAJ & CO ,(65) 6337 7095,(65) 6337 7845,jamesrajcpa@gmail.com,
JAMES WONG & CO,(65) 6311 7424,jt@jtaudit.com.sg,,
JASMINE CHUA & ASSOCS,(65) 6536 2378,(65) 6284 4089,lmchua2001@yahoo.com,
JBS PRACTICE PAC (f.k.a SHANKER IYER & CO),(65) 6536 7475,(65) 6536 5484,bala@jbsaudit.com,www.jbsaudit.com
JEE AH CHIAN & CO,(65) 6295 2533,(65) 6294 5100,gekhoong.jac@gmail.com,
JEN SHEK VOON PAS,(65) 9639 5088,shekvoon@gmail.com,,
JESLINE HENG & CO,(65) 6333 5991,jessmay@singnet.com.sg,,
JH TAN & ASSOCIATES,(65) 6297 1927,jhtan.cpa@pacific.net.sg,,
JM PARTNERS,(65) 6227 0886,(65) 6324 0235,enquiry@jmpartners.com.sg,
Joe Tan & Associates PAC,6837 0360,6837 0369,www.jdt.com.sg,
JOHN NAVAMANI & CO,(65) 9787 0484,jnaccounts@yahoo.com.sg,,
JORDAN CONSULTING,(65) 9696 1241,(65) 6457 7797,dyct@yahoo.com,www.jordanconsulting.com
JR CHAN COMPANY,(65) 9487 4743,jimchan@jgconsultant.com,,
JS CORPORATE PAC,(65) 6295 2660,jane_to@jscorporate.com.sg,,
JT NAC PAC,(65) 6338 5213,(65) 6334 8075,joetan@jdt.com.sg,www.jdt.com.sg
K B LEE & CO,(65) 6295 4636,(65) 6291 7592,kbleecpa@singnet.com.sg,
K C CHAN & CO PAC,(65) 6324 7718,(65) 6225 9110,c0763@kcpac.com.sg,kcpac.com.sg
K C KOON & CO,(65) 6268 0268,(65) 6268 0238,kckoon.cpa@gmail.com,
K C LAU & CO,(65) 6354 6410,(65) 6354 6506,cykcl@singnet.com.sg,
K E WEE & ASSOCIATES,(65) 6720 0950,(65) 6720 0951,kongeng@kewee.com.sg,www.kewee.com.sg
K F CHEONG & ASSOCIATES,(65) 6336 0386,(65) 6338 3900,,
K F HOONG & CO,(65) 6334 8018,(65) 6268 0239,hoong@kfhoong.com.sg,
K H CHIA & CO,(65) 6227 3779,(65) 6224 6528,hwachia@singnet.com.sg,
K J TAN & CO,(65) 6748 1548,(65) 6741 0113,info@kjtan.com.sg,
K K CHUA & CO,(65) 6339 0833,(65) 6339 5445,kenghiang@kkchua.com,
K K THAM & ASSOCIATES,(65) 6334 6833,(65) 6334 6788,accttham@singnet.com.sg,
K K WONG & ASSOCIATES,(65) 6538 1171,(65) 6536 7787,jameswon@singnet.com.sg,
K L LEE & CO,(65) 6581 8215,jcs133svcs@gmail.com,,
K M HO & CO,(65) 6760 7156,(65) 6760 7951,kmhonco@singnet.com.sg,
K P HO & ASSOCIATES,(65) 6538 2602,kphocpa@gmail.com,,
K S CHAN & CO,(65) 6334 6288,(65) 6334 7288,kschan@singnet.com.sg,
K S CHIN & CO,(65) 6339 0314,chinkenseng@yahoo.com.sg,,
K T LEONG & CO.,(65) 6736 0153,(65) 6738 5020,ktlcpa@singnet.com.sg,
K Y CHIANG & CO,(65) 6327 9888,(65) 6327 9159,viviennechiang@kyc.com.sg,www.kyc.com.sg
K Y CHIK & ASSOCIATES,(65) 6536 9692,(65) 6536 0525,kychik@singnet.com.sg,
K. A. SEAH & CO.,(65) 6336 9168,(65) 6338 1560,kaseah@singnet.com.sg,
K. C. LOW & CO,(65) 6223 9200,(65) 6846 4254,kclowmac@singnet.com.sg,
K. E. CHEN & CO,(65) 6339 4092,(65) 6334 3783,cke2000@pd.jaring.my,
K. K. LIM & CO.,(65) 6227 1141,(65) 6224 1191,kklimnco@singnet.com.sg,
K. S. CHEW & CO,(65) 6634 9661,(65) 6634 9663,kschew@kschewco.com.sg,www.kschewco.com.sg
K. S. KONG AND COMPANY,kskong2000@yahoo.co.uk,,,
